Sample_Name	Library_ID	Lane	Colour_Chemistry	SeqType	Organism	Strandedness	UDG_Treatment	R1	R2	BAM	R1_target_file	R2_target_file	BAM_target
X09	X09_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/X09_unspecified_L1_R1.fastq.gz	NA	NA	ERR3262757.fastq.gz	NA	NA
X10	X10_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/X10_unspecified_L1_R1.fastq.gz	NA	NA	ERR3262758.fastq.gz	NA	NA
X11	X11_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/X11_unspecified_L1_R1.fastq.gz	NA	NA	ERR3262759.fastq.gz	NA	NA
X12	X12_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/X12_unspecified_L1_R1.fastq.gz	NA	NA	ERR3262760.fastq.gz	NA	NA
X13	X13_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/X13_unspecified_L1_R1.fastq.gz	NA	NA	ERR3262761.fastq.gz	NA	NA
X14	X14_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/X14_unspecified_L1_R1.fastq.gz	NA	NA	ERR3262762.fastq.gz	NA	NA
X15	X15_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/X15_unspecified_L1_R1.fastq.gz	NA	NA	ERR3262763.fastq.gz	NA	NA
X16	X16_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/X16_unspecified_L1_R1.fastq.gz	NA	NA	ERR3262764.fastq.gz	NA	NA
X17	X17_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/X17_unspecified_L1_R1.fastq.gz	NA	NA	ERR3262765.fastq.gz	NA	NA
X18	X18_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/X18_unspecified_L1_R1.fastq.gz	NA	NA	ERR3262766.fastq.gz	NA	NA
X19	X19_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/X19_unspecified_L1_R1.fastq.gz	NA	NA	ERR3262767.fastq.gz	NA	NA
X20	X20_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/X20_unspecified_L1_R1.fastq.gz	NA	NA	ERR3262768.fastq.gz	NA	NA
