Sample_Name	Library_ID	Lane	Colour_Chemistry	SeqType	Organism	Strandedness	UDG_Treatment	R1	R2	BAM	R1_target_file	R2_target_file
CGG021461	CGG021461_CGG021461	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG021461_CGG021461_L1_R1.fastq.gz	NA	NA	ERR14752064.fastq.gz	NA
CGG101232	CGG101232_CGG101232	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG101232_CGG101232_L1_R1.fastq.gz	NA	NA	ERR14752280.fastq.gz	NA
CGG021462	CGG021462_CGG021462	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG021462_CGG021462_L1_R1.fastq.gz	NA	NA	ERR14752065.fastq.gz	NA
CGG021472	CGG021472_CGG021472	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG021472_CGG021472_L1_R1.fastq.gz	NA	NA	ERR14752068.fastq.gz	NA
CGG105313	CGG105313_CGG105313	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG105313_CGG105313_L1_R1.fastq.gz	NA	NA	ERR14752281.fastq.gz	NA
CGG021474	CGG021474_CGG021474	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG021474_CGG021474_L1_R1.fastq.gz	NA	NA	ERR14752070.fastq.gz	NA
CGG105317	CGG105317_CGG105317	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG105317_CGG105317_L1_R1.fastq.gz	NA	NA	ERR14752283.fastq.gz	NA
CGG021476	CGG021476_CGG021476	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG021476_CGG021476_L1_R1.fastq.gz	NA	NA	ERR14752072.fastq.gz	NA
CGG105318	CGG105318_CGG105318	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG105318_CGG105318_L1_R1.fastq.gz	NA	NA	ERR14752284.fastq.gz	NA
CGG105326	CGG105326_CGG105326	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG105326_CGG105326_L1_R1.fastq.gz	NA	NA	ERR14752289.fastq.gz	NA
CGG021478	CGG021478_CGG021478	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG021478_CGG021478_L1_R1.fastq.gz	NA	NA	ERR14752073.fastq.gz	NA
CGG105327	CGG105327_CGG105327	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG105327_CGG105327_L1_R1.fastq.gz	NA	NA	ERR14752290.fastq.gz	NA
CGG021496	CGG021496_CGG021496	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG021496_CGG021496_L1_R1.fastq.gz	NA	NA	ERR14752078.fastq.gz	NA
CGG105332	CGG105332_CGG105332	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG105332_CGG105332_L1_R1.fastq.gz	NA	NA	ERR14752292.fastq.gz	NA
CGG021497	CGG021497_CGG021497	1	4	SE	Homo sapiens (modern human)			<PATH_TO_DATA>/CGG021497_CGG021497_L1_R1.fastq.gz	NA	NA	ERR14752079.fastq.gz	NA
