Sample_Name	Library_ID	Lane	Colour_Chemistry	SeqType	Organism	Strandedness	UDG_Treatment	R1	R2	BAM	R1_target_file	R2_target_file
VK324	VK324_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK324_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059708.fastq.gz	NA
VK327	VK327_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK327_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059711.fastq.gz	NA
VK329	VK329_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK329_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059713.fastq.gz	NA
VK330	VK330_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK330_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059714.fastq.gz	NA
VK336	VK336_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK336_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059719.fastq.gz	NA
VK343	VK343_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK343_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059725.fastq.gz	NA
VK346	VK346_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK346_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059728.fastq.gz	NA
VK348	VK348_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK348_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059730.fastq.gz	NA
VK349	VK349_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK349_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059731.fastq.gz	NA
VK355	VK355_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK355_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059736.fastq.gz	NA
VK357	VK357_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK357_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059737.fastq.gz	NA
VK369	VK369_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK369_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059748.fastq.gz	NA
VK384	VK384_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK384_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059757.fastq.gz	NA
VK386	VK386_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK386_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059759.fastq.gz	NA
VK387	VK387_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK387_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059760.fastq.gz	NA
VK391	VK391_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK391_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059764.fastq.gz	NA
VK396	VK396_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK396_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059769.fastq.gz	NA
VK397	VK397_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK397_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059770.fastq.gz	NA
VK398	VK398_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK398_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059771.fastq.gz	NA
VK400	VK400_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK400_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059773.fastq.gz	NA
VK404	VK404_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK404_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059777.fastq.gz	NA
VK405	VK405_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK405_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059778.fastq.gz	NA
VK407	VK407_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK407_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059780.fastq.gz	NA
VK408	VK408_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK408_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059781.fastq.gz	NA
VK410	VK410_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK410_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059783.fastq.gz	NA
VK418	VK418_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK418_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059789.fastq.gz	NA
VK421	VK421_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK421_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059792.fastq.gz	NA
VK426	VK426_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK426_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059796.fastq.gz	NA
VK431	VK431_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK431_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059801.fastq.gz	NA
VK433	VK433_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK433_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059803.fastq.gz	NA
VK441	VK441_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK441_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059810.fastq.gz	NA
VK443	VK443_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK443_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059812.fastq.gz	NA
VK445	VK445_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK445_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059814.fastq.gz	NA
VK450	VK450_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK450_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059818.fastq.gz	NA
VK454	VK454_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK454_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059821.fastq.gz	NA
VK457	VK457_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK457_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059824.fastq.gz	NA
VK459	VK459_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK459_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059826.fastq.gz	NA
VK460	VK460_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK460_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059827.fastq.gz	NA
VK468	VK468_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK468_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059834.fastq.gz	NA
VK470	VK470_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK470_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059836.fastq.gz	NA
VK471	VK471_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK471_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059837.fastq.gz	NA
VK472	VK472_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK472_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059838.fastq.gz	NA
VK474	VK474_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK474_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059840.fastq.gz	NA
VK475	VK475_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK475_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059841.fastq.gz	NA
VK480	VK480_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK480_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059846.fastq.gz	NA
VK492	VK492_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK492_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059858.fastq.gz	NA
VK494	VK494_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK494_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059860.fastq.gz	NA
VK496	VK496_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK496_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059862.fastq.gz	NA
VK509	VK509_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK509_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059870.fastq.gz	NA
VK514	VK514_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK514_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059875.fastq.gz	NA
VK515	VK515_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK515_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059876.fastq.gz	NA
VK518	VK518_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK518_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059879.fastq.gz	NA
VK520	VK520_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK520_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059881.fastq.gz	NA
VK530	VK530_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK530_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059891.fastq.gz	NA
VK537	VK537_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK537_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059898.fastq.gz	NA
VK539	VK539_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK539_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059900.fastq.gz	NA
VK542	VK542_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK542_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059903.fastq.gz	NA
VK544	VK544_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK544_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059905.fastq.gz	NA
VK547	VK547_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK547_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059908.fastq.gz	NA
VK552	VK552_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK552_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059913.fastq.gz	NA
VK553	VK553_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK553_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059914.fastq.gz	NA
VK554	VK554_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK554_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059915.fastq.gz	NA
VK555	VK555_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK555_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059916.fastq.gz	NA
VK579	VK579_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK579_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059917.fastq.gz	NA
VK6	VK6_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK6_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059478.fastq.gz	NA
VK9	VK9_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK9_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059479.fastq.gz	NA
VK14	VK14_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK14_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059481.fastq.gz	NA
VK16	VK16_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK16_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059483.fastq.gz	NA
VK17	VK17_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK17_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059484.fastq.gz	NA
VK19	VK19_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK19_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059486.fastq.gz	NA
VK22	VK22_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK22_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059489.fastq.gz	NA
VK24	VK24_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK24_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059491.fastq.gz	NA
VK25	VK25_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK25_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059492.fastq.gz	NA
VK27	VK27_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK27_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059493.fastq.gz	NA
VK29	VK29_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK29_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059494.fastq.gz	NA
VK30	VK30_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK30_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059495.fastq.gz	NA
VK33	VK33_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK33_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059497.fastq.gz	NA
VK35	VK35_unspecified	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/VK35_unspecified_L1_R1.fastq.gz	NA	NA	ERR4059499.fastq.gz	NA
